lat,lon,name,accesslevel,wheelchair
51.1110409,13.6998227,"Boxdorf, Baumwiese",0,unknown
51.1237308,13.7913658,Arkonastraße,2,yes
51.1223866,13.7910291,Arkonastraße,2,yes
51.0980447,13.6772015,Bf/Gartenstraße,0,unknown
51.0929271,13.6678177,"Kaditz, Am Vorwerksfeld",0,unknown
50.9334529,13.9481204,Pirna Franz-Schubert-Straße,0,unknown
50.9370716,13.9458316,Pirna Albrecht-Dürer-Straße,0,unknown
51.0449847,13.7991678,Dornblüthstraße,2,yes
51.0894006,13.6948479,Dungerstraße,0,unknown
51.0993768,13.679919,"Radebeul-Ost, Bahnhof",0,unknown
50.9619572,13.9295917,"Pirna, ZOB / Bahnhof",0,unknown
51.0934826,13.6833991,Barthübelstraße,0,unknown
51.0977715,13.6536781,Kötzschenbrodaer Straße,0,unknown
51.1401526,13.6608593,"Dippelsdorf, Großenhainer Straße",0,unknown
51.1002688,13.6774008,Pestalozzistraße,0,unknown
51.0885255,13.7029582,Am Trachauer Bahnhof,-1,no
51.1179927,13.7673741,Ahlbecker Straße,0,unknown
51.1180778,13.7675743,Ahlbecker Straße,0,unknown
51.1165092,13.7696036,Dörnichtweg,2,yes
51.1161603,13.7704779,Dörnichtweg,2,yes
51.1136921,13.7731943,Grüner Weg,2,yes
51.1137262,13.7733807,Grüner Weg,2,yes
51.1114519,13.7745867,Rathaus Klotzsche,2,yes
51.1114933,13.774778,Rathaus Klotzsche,2,yes
51.1262528,13.7313363,Wilschdorfer Landstraße,0,unknown
51.0609865,13.689976,Flügelweg,2,yes
51.0611884,13.6903771,Flügelweg,2,yes
51.0528648,13.6603546,Altomsewitz,-1,no
51.0535727,13.6634653,Altburgstädtel,-1,no
51.0745236,13.6984404,Rethelstraße,0,unknown
51.0747052,13.698725,Rethelstraße,0,unknown
51.0874494,13.7190177,Boxdorfer Straße,0,unknown
51.059899,13.718147,Krankenhaus Friedrichstadt,2,yes
51.097512,13.6740785,Serkowitzer Straße,0,unknown
51.0970325,13.667244,Friedhofstraße,0,unknown
51.0084286,13.7686037,Kauschaer Straße,2,yes
51.0077144,13.7680339,Kauschaer Straße,2,yes
51.014511,13.8480524,Eichbergstraße,0,unknown
51.0152913,13.848346,Eichbergstraße,-1,no
51.0246702,13.8375573,Leubener Straße,2,yes
51.0106408,13.8239736,Rathaus Leuben,2,yes
51.0103574,13.8251002,Rathaus Leuben,-1,no
51.0359935,13.7872963,"Dresden, Schneebergstraße",2,yes
51.0242613,13.7968942,Winterbergstraße,0,unknown
51.0245411,13.7966455,Winterbergstraße,0,unknown
51.0266516,13.791204,"Dresden, Nätherstraße",2,yes
51.0943436,13.7190662,Platanenstraße,2,yes
51.0954833,13.7120837,Aachener Straße,0,unknown
51.0941896,13.7117233,Aachener Straße,0,unknown
51.0530931,13.65857,Omsewitz,-1,no
51.0523589,13.6596402,Adalbert-Stifter-Weg,-1,no
51.0539554,13.6659214,Lise-Meitner-Straße,-1,no
51.0538541,13.6674248,Lise-Meitner-Straße,-1,no
51.0160077,13.7557867,"Dresden, Wilhelm-Busch-Straße",1,limited
51.0153325,13.7682003,Altleubnitz,0,unknown
51.0162216,13.7682309,Altleubnitz,2,yes
51.0138676,13.7686704,Karl-Laux-Straße,0,unknown
51.0139118,13.7688686,Karl-Laux-Straße,0,unknown
51.0123668,13.7988749,Seidnitzer Weg,2,yes
51.0124353,13.7988891,Seidnitzer Weg,2,yes
51.012923,13.7956273,Altreick,-1,no
51.0129942,13.7953304,Altreick,-1,no
51.010181,13.815001,Niederseidewitzer Weg,0,unknown
51.0100994,13.814595,Niederseidewitzer Weg,0,unknown
50.9329166,13.9142485,Zuschendorf Landschloß,0,unknown
50.9344793,13.9173873,Gärtnerei,0,unknown
50.9516271,13.9356025,Pirna Landratsamt,2,yes
50.9499403,13.9341479,Pirna Zehistaer- / Kohlbergstraße,0,unknown
50.9453171,13.9298695,Pirna Lindigt,0,unknown
50.9428127,13.9280012,Pirna An der Seidewitz,0,unknown
50.9513095,13.9311803,Kohlbergstraße,0,unknown
50.9523801,13.9278587,Postweg,0,unknown
50.955003,13.9275992,Aufbauring / Friedhof,0,unknown
50.938167,13.9246121,Zehista Hotel zur Post,0,unknown
50.9368551,13.9209201,Zehista Schule,0,unknown
50.9326635,13.9130142,Landschloss Zuschendorf,0,unknown
50.934475,13.91739,Zuschendorf Gärtnerei,0,unknown
50.9372683,13.9212625,Zehista Schule,0,unknown
50.9388497,13.925018,Zehista Hotel zur Post,0,unknown
50.9424884,13.9275905,Pirna An der Seidewitz,0,unknown
50.9453042,13.9295712,Pirna Lindigt,0,unknown
50.9497779,13.9339142,Pirna Zehistaer- / Kohlbergstraße,0,unknown
51.041117,13.7799238,"Dresden, Mansfelder Straße",1,limited
51.0717959,13.7697632,Landesdirektion Sachsen,0,unknown
51.0715823,13.7707098,Landesdirektion Sachsen,0,unknown
50.9694674,13.9217139,Copitz_West,0,unknown
50.971046,13.9318761,Herderstraße,0,unknown
50.9746065,13.9309314,Rudolf-Renner-Straße,0,unknown
50.9865122,13.9351205,W.-Hultsch-Heim,0,unknown
50.9891226,13.9360056,Abzweig Jessen,0,unknown
50.9903431,13.9443981,Jessen Gasthaus,0,unknown
50.9963069,13.9572047,Liebethaler Grund,0,unknown
50.9685111,13.9345517,"Pirna Copitz, Schulstraße",0,unknown
50.9692566,13.929164,Eichendorffstraße,0,unknown
50.998832,13.7202741,"Bannewitz, Boderitzer Straße",0,unknown
50.9982965,13.7199185,"Bannewitz, Boderitzer Straße",0,unknown
51.0888408,13.7313367,Maxim-Gorki-Straße,-1,no
51.0020336,13.7936041,Fritz-Meinhardt-Straße,1,limited
51.0013814,13.7939703,Nickern Fritz-Meinhardt-Straße,1,limited
51.0057418,13.7876788,Gamigstraße,1,limited
51.0055632,13.7885509,Gamigstraße,1,limited
51.085214,13.7281929,Trachenberger Platz,1,limited
51.0389399,13.6378227,Rudolf-Walther-Straße,2,yes
51.0403923,13.6322819,"Gompitz, Gompitzer Höhe",2,yes
51.0394972,13.6330181,"Gompitz, Gompitzer Höhe",2,yes
50.9670771,13.9379151,Hauptplatz,0,unknown
50.967181,13.9376433,Hauptplatz,0,unknown
50.959456,13.8936238,Pechhütte,0,unknown
50.9611601,13.8905751,Pechhütte,0,unknown
50.9575846,13.9280553,Dresdner Straße,0,unknown
50.9577401,13.9279788,Dresdner Straße,0,unknown
50.9648266,13.8821534,Fritz-Gumpert-Platz,0,unknown
50.9694232,13.8743145,Reifenwerk,0,unknown
50.9691303,13.8750569,Reifenwerk,0,unknown
50.972087,13.8645643,Gabelsbergerstraße,0,unknown
50.9720857,13.8650457,Gabelsbergerstraße,0,unknown
50.9815068,13.8452643,Ausspanne,0,unknown
50.9813872,13.8455244,Ausspanne,0,unknown
50.9837298,13.836682,Lugaer Platz,0,unknown
50.9838212,13.8349544,Lugaer Platz,0,unknown
50.9858306,13.8286191,Krebser Straße,0,unknown
50.985415,13.8321144,Luga,0,unknown
50.9856599,13.8319431,Luga,0,unknown
50.9951777,13.8261753,Niedersedlitzer Platz,0,unknown
50.9934361,13.826383,Veilchenstraße,0,unknown
50.9929171,13.8264258,Veilchenstraße,0,unknown
50.995627,13.826091,Niedersedlitzer Platz,0,unknown
51.0358918,13.8112391,Berggießhübler Straße,-1,no
51.0877229,13.736341,Sankt-Pauli-Friedhof,-1,no
51.0844464,13.7428783,Oberauer Straße,0,unknown
51.0815247,13.745419,Bärwalder Straße,0,unknown
51.0791398,13.7470483,Buchenstraße,0,unknown
51.0786804,13.7472999,Buchenstraße,0,unknown
51.077459,13.750327,Schanzenstraße,0,unknown
51.0588409,13.6488974,Am Steinigt,0,unknown
51.0587199,13.6488577,Am Steinigt,0,unknown
51.0563074,13.6479739,Am Querfeld,0,unknown
51.0562384,13.6471692,Am Querfeld,0,unknown
51.0555874,13.6430836,Ockerwitz,0,unknown
51.0583403,13.656651,Freiheit,2,yes
51.166775,13.6871906,Abzweig Waldschänke,0,unknown
51.1670147,13.6874439,Abzweig Waldschänke,0,unknown
51.0417684,13.641852,Schule Gompitz,0,unknown
51.0418949,13.6418846,Schule Gompitz,0,unknown
51.04304,13.6357992,Hohlweg,0,unknown
51.0397741,13.6324162,"Gompitz, Gompitzer Höhe",2,yes
51.0582799,13.6564882,Freiheit,2,yes
51.0537003,13.6642447,Altburgstädtel,-1,no
51.1136099,13.956139,"Arnsdorf-Wallroda, Ort",0,unknown
51.0065755,13.8529166,Kurhausstraße,0,unknown
51.0063729,13.8533394,Kurhausstraße,0,unknown
51.0333139,13.6706133,"Dresden, Beerenhut",2,yes
51.0334437,13.6704307,"Dresden, Beerenhut",2,yes
51.0307587,13.6630064,"Pesterwitz, Mittelweg",2,yes
51.0308203,13.662761,"Pesterwitz, Mittelweg",2,yes
51.0281144,13.6553502,"Pesterwitz, Wurgwitzer Straße",-1,no
51.0365112,13.6336342,"Compitz, Kohlsdorfer Landstraße",2,yes
51.0373197,13.633122,"Compitz, Kohlsdorfer Landstraße",2,yes
51.0292578,13.6489776,"Pesterwitz, Obere Straße",1,limited
51.0293629,13.6491042,"Pesterwitz, Obere Straße",1,limited
51.0275923,13.6537514,Dorfplatz Pesterwitz,0,unknown
51.0287194,13.6530815,Pesterwitz,1,limited
51.0335657,13.6441362,Altfranken,2,yes
51.0332929,13.642736,Altfranken,2,yes
51.0320531,13.6371168,"Altfranken, Hohe Straße",2,yes
51.0318823,13.6370714,"Altfranken, Hohe Straße",2,yes
51.0613886,13.7213035,Eissporthalle,0,unknown
51.0619011,13.7205936,Eissporthalle,0,unknown
51.0591488,13.7251083,Heinz-Steyer-Stadion,0,unknown
51.0595811,13.7244612,Heinz-Steyer-Stadion,0,unknown
51.0637173,13.8215049,Plattleite,-1,no
50.9847155,13.8592784,Käthe-Kollwitz-Straße,0,unknown
50.9930768,13.8645711,Tronitzer Straße,0,unknown
50.995415,13.8588795,Hüfnerweg,0,unknown
51.0310989,13.7612691,"Dresden, Haltepunkt Strehlen",1,limited
51.0305078,13.7605927,"Dresden, Hp Strehlen",-1,no
50.972608,13.6791028,Obernaundorf Wendeplatz,-1,no
50.9979756,13.7906928,Schulbus,2,yes
50.996,13.7889995,"Nickern, Altnickern",0,unknown
50.9962072,13.7891884,Nickern/Altnickern,0,unknown
50.9899054,13.7630579,"Goppeln, Leubnitzer Straße",0,unknown
50.9889699,13.7580769,Goppeln Dorfstraße,0,unknown
50.9798836,13.7215211,Hänichen Wilischblick,0,unknown
50.9799431,13.7213303,Hänichen Wilischblick,0,unknown
50.9550787,13.7005811,Possendorf Rundteil,2,yes
50.9556192,13.7006624,Possendorf Rundteil,2,yes
50.9441652,13.7012574,"Karsdorf, B170",0,unknown
51.1645928,13.907006,"Wachau, Niederdorf",0,unknown
50.9572753,13.9542351,Klinikum Pirna,2,yes
50.956733,13.9573185,Abzweig Pirna Cunnersdorf,2,yes
50.9567159,13.9446516,Pirna Hohe Straße,0,unknown
50.9726064,13.8745039,Haltepunkt Süd,2,yes
50.9726707,13.8745761,Haltepunkt Süd,0,unknown
50.9588294,13.8827795,Pechhüttenstraße,0,unknown
50.9587001,13.8824389,Pechhüttenstraße,0,unknown
50.9559872,13.8837199,Großsedlitz Schule,0,unknown
50.9552586,13.8842467,Großsedlitz Schule,0,unknown
50.950629,13.8846297,Großsedlitz Neubauernweg,0,unknown
50.9522836,13.8873505,Barockgarten Großsedlitz,0,unknown
51.0566138,13.7674365,Pfeifferhannsstraße,-1,no
51.0355919,13.8074381,Altenberger Platz,2,yes
51.037908,13.6974277,"Dresden, Clara-Zetkin-Straße",2,yes
51.0380724,13.6987443,"Dresden, Clara-Zetkin-Straße",2,yes
51.0389911,13.7016589,"Dresden, Bonhoefferplatz",2,yes
51.0389877,13.7015621,"Dresden, Bonhoefferplatz",2,yes
51.0420852,13.701153,"Dresden, Schillingstraße",2,yes
51.0414171,13.70131,"Dresden, Schillingstraße",2,yes
51.0691128,13.6893238,Werftstraße,2,yes
50.9496452,13.858664,Dohna Altenberger Straße,0,unknown
50.9496508,13.8587883,Dohna Altenberger Straße,0,unknown
50.9444753,13.8645342,Köttewitz Haltepunkt,0,unknown
50.9445918,13.8647018,Köttewitz Haltepunkt,0,unknown
50.9390326,13.8603107,Weesenstein Abzw. nach Maxen,0,unknown
50.9390717,13.8600396,Weesenstein Abzw. nach Maxen,0,unknown
50.9342703,13.8628309,Weesenstein Gemeindeamt,0,unknown
50.9344827,13.8625875,Weesenstein Gemeindeamt,0,unknown
50.9536819,13.8530992,Schlossmühle,0,unknown
50.9548984,13.853464,Schloßmühle,0,unknown
50.9612864,13.8559236,Dohna Bahnhof,0,unknown
50.9804116,13.85631,Breitscheidstraße,0,unknown
51.1335335,13.5985497,Coswig Bergstraße,0,unknown
51.029966,13.7031484,"Dresden, Haltepunkt Plauen",2,yes
51.0300093,13.7031935,"Dresden, Haltepunkt Plauen",2,yes
51.0295626,13.7066366,"Plauen, Rathaus",2,yes
51.02936,13.7067802,"Plauen, Rathaus",2,yes
51.0296336,13.7075302,"Dresden, Plauen Rathaus",2,yes
51.0298807,13.7078916,"Dresden, Plauen Rathaus",2,yes
50.9557051,13.9489361,Sonnenstein Hochhaus,0,unknown
50.9563163,13.9491153,Sonnenstein Hochhaus,0,unknown
51.0365444,13.8655906,Helfenberg,0,unknown
51.0331875,13.8747547,Eichbusch,0,unknown
51.090941,13.9177481,"Großerkmannsdorf, Ullersdorfer Straße",0,unknown
51.0015791,13.8029439,Dresden Ernst-Toller-Straße,1,limited
51.0014138,13.8025021,Dresden Ernst-Toller-Straße,-1,no
50.999263,13.7992278,"Prohlis, Gleisschleife",2,yes
50.9998444,13.8000834,"Prohlis, Bad",1,limited
51.0127603,13.8692724,"Dresden, Bodemerweg",1,limited
51.0125408,13.8701001,"Dresden, Bodemerweg",1,limited
50.9831525,13.5853514,"Tharandt, Dresdner Straße",0,unknown
50.9830814,13.5859295,"Tharandt, Dresdner Straße",0,unknown
51.0149256,13.6665898,Freital Fichtestraße,0,unknown
51.0175144,13.6736345,Dresden Gitterseebrücke,0,unknown
51.0177925,13.6755339,Dresden Gitterseebrücke,0,unknown
51.0209259,13.6817739,Dresden Heidenschanze,0,unknown
51.02127,13.6844693,Dresden Heidenschanze,0,unknown
51.0225774,13.6922361,Dresden Begerburg,0,unknown
51.0224798,13.6973235,Dresden Felsenkeller,0,unknown
51.0322507,13.7261778,Nürnberger Platz,1,limited
51.0322751,13.7263159,Nürnberger Platz,1,limited
51.0282763,13.7590198,Wasaplatz,1,limited
51.027436,13.7598349,Wasaplatz,1,limited
51.0304261,13.7717616,"Dresden, Tiergartenstraße",1,limited
51.0303972,13.7718942,"Dresden, Tiergartenstraße",1,limited
51.0375079,13.7906043,"Dresden, Schlüterstraße",1,limited
51.0380924,13.7913425,"Dresden, Schlüterstraße",2,yes
51.0365006,13.7898041,"Dresden, Schneebergstraße",2,yes
51.0425174,13.7951128,Pohlandplatz,1,limited
51.043219,13.7957908,Pohlandplatz,2,yes
51.0475744,13.8028891,"Dresden, Niederwaldstraße",1,limited
51.0472806,13.80287,"Dresden, Niederwaldstraße",1,limited
51.0501462,13.7974911,"Dresden, Jacobistraße",2,yes
51.0502264,13.7983762,"Dresden, Jacobistraße",2,yes
51.1227122,13.6391447,Radebeul Sportplatz,0,unknown
51.0959311,13.9633083,"Arnsdorf-Kleinwolmsdorf, Hofehäuser",0,unknown
50.9825756,13.9538874,"Pirna Zatzschke, Weiße Taube",0,unknown
51.1189506,13.7896825,Käthe-Kollwitz-Platz,-1,no
51.0148888,13.6363072,Freital Zauckerode Ambulatorium,0,unknown
51.1663746,13.8389455,"Grünberg, Siedlung",0,unknown
51.1664118,13.8390613,"Grünberg, Siedlung",0,unknown
51.0035365,13.7275978,"Nöthnitz, Am Schloss",0,unknown
51.0046639,13.7286508,Bannewitz/Nöthnitz,0,unknown
51.0040877,13.7272046,Bannewitz/Nöthnitz,0,unknown
51.0584584,13.777502,Pfotenhauerstraße,2,yes
51.068989,13.786978,Böhmertstraße,0,unknown
51.0688029,13.7868082,Böhmertstraße,0,unknown
51.066904,13.7846007,Angelikastraße,2,yes
51.0670491,13.7829169,Angelikastraße,0,unknown
51.1259707,13.5754808,"Coswig, Feuerwehrstraße",2,yes
51.12611,13.7003833,"Boxdorf, Querweg",0,unknown
51.126706,13.7009268,"Boxdorf, Querweg",0,unknown
51.1749458,13.9624192,"Lichtenberg, Mitte",0,unknown
51.1073423,13.6286199,S-Bf. Kötschenbroda,-1,no
51.1164459,13.7790814,Zinnowitzer Straße,1,limited
51.1190165,13.7686835,Ahlbecker Straße,0,unknown
51.0194709,13.640815,Abzweig nach Pesterwitz,0,unknown
51.0194615,13.6408971,Abzweig nach Pesterwitz,0,unknown
50.9564517,13.9578621,Abzweig Pirna Cunnersdorf,2,yes
50.9917097,13.6432347,Freital Bürgerstraße,2,yes
50.9946706,13.6458919,Freital Wehrstraße,0,unknown
50.9986663,13.6482878,Deuben Busbahnhof,2,yes
50.9988229,13.6480389,Deuben Busbahnhof,2,yes
50.9990334,13.6479577,Deuben Busbahnhof,2,yes
50.9991571,13.6480502,Deuben Busbahnhof,2,yes
50.9988067,13.6484337,Deuben Busbahnhof,2,yes
50.999147,13.6484509,Deuben Busbahnhof,2,yes
50.9989741,13.6479874,Deuben Busbahnhof,2,yes
50.9989937,13.6481242,Deuben Busbahnhof,2,yes
51.0002705,13.6504851,Deuben Neumarkt,0,unknown
51.0004994,13.6505248,Deuben Neumarkt,0,unknown
51.0025186,13.6533624,Döhlen Schachtstraße,2,yes
51.0261065,13.629347,Zöllmener Straße,0,unknown
51.0240311,13.6219669,Schafberg,0,unknown
51.0223942,13.633959,Gustav-Klimpel-Straße,0,unknown
51.0204286,13.6219607,Wurgwitz Schule,0,unknown
51.0218575,13.6144447,Freital Wurgwitz Oberstraße,0,unknown
51.022314,13.6156262,Freital Wurgwitz Unterstraße,0,unknown
51.0220392,13.603005,Freital Wurgwitz Braunsdorfer Straße,0,unknown
50.98125,13.630322,Freital Rabenauer Straße,0,unknown
51.0061678,13.9567915,Bonnewitzer Berg,0,unknown
51.1505379,13.9580779,"Leppersdorf, Kirche",0,unknown
50.9564413,13.77592,Gombsen,0,unknown
51.0162651,13.7292355,Innsbrucker Straße,0,unknown
51.0346915,13.7312113,Reichenbachstraße,2,yes
50.9745911,13.7840459,Sobrigau Fußweg nach Sobrigau,0,unknown
50.9749424,13.7850844,Sobrigau Fußweg nach Sobrigau,0,unknown
50.9775094,13.7878224,Sobrigau Sechserhaus,0,unknown
50.9776283,13.7879512,Sobrigau Sechserhaus,0,unknown
51.124892,13.9335717,"Radeberg, Weg zum Krankenhaus",0,unknown
50.9669415,13.7779571,Sobrigau Hummelmühle,0,unknown
50.9672658,13.7779228,Sobrigau Hummelmühle,0,unknown
51.0336523,13.605669,Kesselsdorf Am Wüsteberg,0,unknown
51.0335283,13.6056797,Kesselsdorf Am Wüsteberg,0,unknown
51.0349122,13.5998596,Kesselsdorf Steinbacher Weg,0,unknown
51.0348652,13.6001124,Kesselsdorf Steinbacher Weg,0,unknown
51.0362567,13.5876238,Kesselsdorf Unkersdorfer Straße,0,unknown
51.0362803,13.5879893,Kesselsdorf Unkersdorfer Straße,0,unknown
51.0317833,13.5969936,Kesselsdorf Freitaler Straße,0,unknown
51.0318622,13.5960689,Kesselsdorf Freitaler Straße,0,unknown
51.0798956,13.8968802,"Ullersdorf, Langebrücker Straße",0,unknown
51.0720965,13.8780757,"Dresden, Schneise 8",0,unknown
51.0794288,13.9274795,Kleinerkmannsdorf,0,unknown
51.0943762,13.8411829,"Dresdner Heide, Heidemühle",0,unknown
51.0135796,13.6706757,Birkigt Gitterseer Straße,0,unknown
51.013531,13.6703324,Birkigt Gitterseer Straße,0,unknown
51.1047875,13.6368523,Radebeul Hainstraße,0,unknown
51.0654961,13.7254191,Sportplätze,0,unknown
50.9766651,13.8613468,August-Bebel-Straße,0,unknown
50.9757733,13.8613719,August-Bebel-Straße,0,unknown
50.9807346,13.8605105,Bahnhof Heidenau,2,yes
50.9864025,13.8596302,Dresdner Straße,0,unknown
50.9849356,13.8593867,Käthe-Kollwitz-Straße,0,unknown
50.9626373,13.8657091,Am Kronenhügel,0,unknown
51.0571335,13.7695143,"Dresden, Gutenbergstraße",1,limited
51.0572777,13.7707883,"Dresden, Gutenbergstraße",1,limited
51.0532329,13.7777892,Blasewitzer Straße / Fetscherstraße,-1,no
51.0554473,13.7777215,Tatzberg,-1,no
51.0555488,13.7776606,Tatzberg,-1,no
51.0384869,13.7050615,"Dresden, Clara-Viebig-Straße",1,limited
51.0377898,13.7052244,"Dresden, Clara-Viebig-Straße",1,limited
51.0767243,13.7456296,Schulbus,0,unknown
51.0361947,13.7885799,Schneebergstraße,1,limited
51.0400632,13.7886704,Hepkeplatz,1,limited
50.9735252,13.7069658,Possendorf Oberpoisen,0,unknown
50.973516,13.7068014,Possendorf Oberpoisen,0,unknown
50.9786285,13.7050213,Possendorf Poisental Abzweig Hänichen,0,unknown
50.978415,13.7050467,Possendorf Poisental Abzweig Hänichen,0,unknown
51.0397665,13.7883527,Hepkeplatz,1,limited
51.1591015,13.9039578,"Wachau, Schloss",0,unknown
51.1597844,13.9035398,"Wachau, Schloss",-1,no
51.0334134,13.8511877,"Pappritz, Stallberg",0,unknown
51.0451278,13.8646344,Zachengrundring,0,unknown
50.9930552,13.8647771,Tronitzer Straße,0,unknown
51.1451233,13.5484214,Fabrikstraße ◄,0,unknown
51.1466345,13.5456003,Neusörnewitz Köhlerstraße,0,unknown
50.9636874,13.6416881,Rabenau Markt,0,unknown
51.1659583,13.6753013,"Moritzburg, Kalkreuther Straße",-1,no
51.0172681,13.7609892,"Dresden, Clausen-Dahl-Straße",2,yes
50.9553714,13.9267782,Pirna Am Friedhof,0,unknown
51.1268391,13.7860685,"Klotzsche, Maria-Reiche-Straße",2,yes
51.1268516,13.7864584,"Klotzsche, Maria-Reiche-Straße",2,yes
51.0375666,13.7787181,Karcherallee,-1,no
51.0374048,13.778834,Karcherallee,-1,no
51.0435525,13.781207,"Dresden, Spenerstraße",1,limited
51.0435487,13.7815819,"Dresden, Spenerstraße",1,limited
51.0009893,13.838456,Schönaer Straße,0,unknown
50.9993607,13.845911,Am Wiesenrand,0,unknown
51.0082393,13.8342821,Kastanienstraße,-1,no
51.0098093,13.8313764,Berthold-Haupt-Straße,2,yes
51.0510591,13.8080821,Kretschmerstraße,0,unknown
51.0712071,13.6949614,Thäterstraße,0,unknown
51.0726513,13.6952424,Kaditzer Straße,0,unknown
51.0694558,13.6942983,Mengsstraße,0,unknown
51.0694693,13.6899853,Werftstraße,0,unknown
51.0739658,13.6939228,Scharfenberger Straße,0,unknown
50.9763479,13.6242428,Freital Bf Coßmannsdorf,2,yes
50.9744805,13.6218275,Freital Weißeritzpark,2,yes
50.9850306,13.6355434,Freital Turnergäßchen,0,unknown
50.9880298,13.6388106,Freital Bf Hainsberg,2,yes
50.9819141,13.6208828,Bahnhof Hainsberg West,-1,no
51.015989,13.656191,Burgwartstraße,0,unknown
51.0227532,13.6246197,Wurgwitz Edelsteinschleiferei,0,unknown
51.0154664,13.6617355,Oberpersterwitzer Straße,0,unknown
51.0158684,13.6502116,Burgwartschänke,0,unknown
51.0157235,13.6503647,Burwartschänke,0,unknown
51.0160376,13.6560131,Burgwartstraße,0,unknown
50.9909895,13.6429212,Freital Bürgerstraße,2,yes
50.98838,13.6392488,Freital Bf Hainsberg,2,yes
50.9851876,13.6354388,Freital Turnergäßchen,0,unknown
51.0126056,13.6508613,Freital Potschappel Friedhof,0,unknown
50.9943857,13.6456205,Freital Wehrstraße,0,unknown
50.9931837,13.6469187,Wehrstraße Schule,0,unknown
51.0176205,13.6401414,Freital Saalhausener Straße,0,unknown
51.0179937,13.639392,Freital Saalhausener Straße,0,unknown
51.0138754,13.6468433,Freital Wilsdruffer Straße,2,yes
51.0142829,13.6458791,Freital Wilsdruffer Straße,2,yes
51.0125288,13.650872,Freital Potschappel Friedhof,0,unknown
51.02216,13.6265352,Wurgwitz Edelsteinschleiferei,0,unknown
51.0186205,13.6385479,Freital Saalhausener Straße,0,unknown
51.0650162,13.8846248,"Weißig, Zum Heiderand",-1,no
51.065696,13.8865789,"Weißig, Radeberger Straße Süd",-1,no
51.0564906,13.8883161,"Weißig, Südstraße",1,limited
51.0529214,13.7782023,Blasewitzer Straße / Fetscherstraße,-1,no
51.0535137,13.7814926,Augsburger Straße,0,unknown
51.0564902,13.7811471,Universitätsklinikum,2,yes
51.0590082,13.7815612,"Dresden, Johannstadt",-1,no
51.0294417,13.6870062,"Dresden, Alfred-Thiele-Straße",-1,no
51.0317228,13.6857362,Rüdesheimer Straße,0,unknown
51.0352887,13.6841817,"Dresden, Kölner Straße",1,limited
51.0319782,13.70188,Dresden Fritz-Schulze-Straße,2,yes
51.0346572,13.7019994,"Löbtau Süd, Mohorner Straße",1,limited
51.0583326,13.775499,Neubertstraße,2,yes
51.058787,13.7780349,Pfotenhauerstraße,2,yes
51.0218795,13.7598266,Leiblstraße,0,unknown
51.0194671,13.7581978,"Dresden, Zschertnitzer Straße",2,yes
51.0837423,13.6870354,Riegelplatz,2,yes
51.0698846,13.7751531,Waldschlößchenstraße,0,unknown
51.0675523,13.7776172,Waldschlößchen,2,yes
51.0396033,13.7335846,Hauptbahnhof,2,yes
51.0400411,13.7343549,Hauptbahnhof,2,yes
51.0157212,13.7567482,Wilhelm-Busch-Straße Ost,-1,no
51.0188507,13.7575071,"Dresden, Zschertnitzer Straße",-1,no
51.0185571,13.7586007,Mockritz,0,unknown
51.0400684,13.6660536,Kapellenweg,2,yes
51.0403097,13.6727975,Wölfnitzer Ring,0,unknown
51.0453553,13.6799515,Dahlienweg,-1,no
51.048059,13.6804137,Coventrystraße,-1,no
51.0583336,13.6841993,Ockerwitzer Straße,0,unknown
51.1178532,13.7299403,Saßnitzer Straße,1,limited
51.1156793,13.74601,Brunnenweg,2,yes
51.1161207,13.752178,Am Festspielhaus,-1,no
51.1179675,13.761088,Am Steinacker,1,limited
51.1178593,13.7742355,Karlshagener Weg,1,limited
51.1281021,13.7929398,Industriepark Klotzsche,-1,no
51.1387768,13.7823872,"Klotzsche, Industriegebiet Nord",0,unknown
51.0180384,13.7061429,Cunnersdorfer Straße,1,limited
51.1572604,13.8884217,Seifersdorf Brauereiweg,0,unknown
51.1246654,13.7436027,Rähnitzer Allee,0,unknown
51.1249667,13.7427259,Rähnitzer Allee,0,unknown
51.1270612,13.772166,Flugzeugwerke,2,yes
51.1226603,13.7849631,Fontane-Center,1,limited
51.1303069,13.7043992,"Boxdorf, An der Triebe",0,unknown
51.0523918,13.6776086,Arthur-Weineck-Straße,-1,no
51.0929662,13.7202061,Dorothea-Erxleben-Straße,2,yes
51.1165336,13.9162944,"Radeberg, August-Bebel-Straße",-1,no
51.1058069,13.6650057,Bergblick,0,unknown
51.1076089,13.666433,Nizzastraße,0,unknown
51.0796039,13.6972949,Sörnewitzer Straße,2,yes
51.1080733,13.6756619,Eduard-Bilz-Straße,0,unknown
51.1080868,13.6782067,Fritz-Schulze-Straße,1,limited
51.1086615,13.6702995,Gutenbergstraße Radebeul,0,unknown
51.108732,13.6823379,Reichsstraße,0,unknown
51.1093659,13.6866849,"Radebeul, Fichtestraße",0,unknown
51.1107062,13.6900968,Hospiz Radebeul,0,unknown
51.1113748,13.7009718,Baumwiese,0,unknown
51.1125537,13.7514808,Festspielhaus Hellerau,-1,no
51.1124345,13.7605067,Heinrich-Tessenow-Weg,-1,no
51.0099691,13.7846257,Tornaer Straße,2,yes
51.0120508,13.7886854,Am Anger,2,yes
51.0284871,13.7861431,Gasanstaltstraße,0,unknown
