id,lat,lon
536704,50.9927253,13.6458619
61187951,50.9928771,13.6478544
61187989,50.9929149,13.6483225
61188011,50.9929414,13.6468797
61187965,50.9938378,13.6497215
29047245,50.9964098,13.6468691
536701,50.9953629,13.6535807
14905603,50.9941226,13.6560312
15616508,50.9941666,13.6542226
61187975,50.9945581,13.6512627
61218827,50.9929907,13.6516708
15616535,50.9934553,13.6553696
207559281,50.9905294,13.6568096
262417646,50.9903201,13.6520664
1984763766,50.9919695,13.6538111
416374952,50.9946806,13.6515955
61187981,50.9947777,13.6518697
61218790,50.9934839,13.6529929
2024904876,50.9931688,13.6512407
536700,50.9946605,13.6538731
61218777,50.9941547,13.6524158
746285350,50.9911646,13.6529644
262417657,50.9929963,13.6563658
1891987457,50.9971226,13.647843
15616377,51.0000031,13.6480063
314661203,51.0027481,13.6510755
325110856,50.9974567,13.6482854
61199852,50.9969438,13.6497595
61212503,50.9968755,13.6498915
313943509,50.9988503,13.6475381
313943391,50.9991039,13.6471294
27470124,50.9994996,13.6501091
2526317714,51.0007882,13.650607
15616441,50.9979482,13.6488993
2411283233,51.0001581,13.6502434
2526317649,50.9998961,13.6502349
2683952882,51.0001474,13.6503273
61175177,50.9979837,13.646067
21527831,51.0021456,13.6526121
27470126,51.0000509,13.6570697
235158242,51.0026249,13.6551658
314661282,51.0027111,13.6535808
207559190,50.9861045,13.6623302
207559238,50.9889907,13.6582739
207559204,50.9873931,13.6600233
207608067,50.9868293,13.6609344
207559224,50.9884331,13.6596701
207559167,50.9854256,13.6635574
262417686,50.9894604,13.6653061
262401881,50.9873021,13.6706405
536697,50.9877171,13.6691347
262417628,50.9895948,13.6649523
256570408,50.9901741,13.6802103
14905629,50.9923235,13.6581775
262417661,50.9906332,13.662118
14905547,51.0014109,13.6611476
14905556,51.001475,13.6597286
2071700,50.999537,13.6704739
12266338,51.0026758,13.6666699
177193663,51.0008572,13.6690283
177196768,51.0026815,13.6700089
247390792,51.0030692,13.6659809
177604001,51.000866,13.6677787
1335966429,51.0020519,13.6657721
177196765,51.0020621,13.6697515
177603963,51.0016753,13.6684219
177604090,51.0021656,13.6676813
14908297,50.9963135,13.6748996
325046217,50.9966939,13.6756417
256570406,50.9908457,13.6822586
143561352,51.0002101,13.6761894
177603807,50.9997444,13.6753936
247390771,50.9993968,13.6710218
247390779,51.0006755,13.671785
258040654,50.9996971,13.6752701
267656224,50.997214,13.6767827
177196790,51.0032346,13.6732434
177196798,51.0027504,13.6727221
177196806,51.0019091,13.6784848
247390751,51.0027321,13.6801486
258043140,51.0005077,13.6837089
14908329,50.9988596,13.6797304
223863892,51.0007813,13.6831598
247390761,51.0012238,13.6835961
258040537,50.9981177,13.6784636
1648363047,51.0001758,13.6821579
25319874,51.0056772,13.6379043
191094366,51.0056189,13.6425202
191094459,51.006716,13.6438943
191094659,51.0089317,13.6409469
1322326733,51.0042144,13.6424677
191094463,51.006795,13.6437456
303344531,51.0163122,13.6379363
303344666,51.0154005,13.6321274
303344739,51.0156423,13.6332648
303345014,51.0152781,13.6318949
408495454,51.0142233,13.6375135
25319366,51.0136799,13.6335355
25319368,51.0135149,13.6327264
25319365,51.0137472,13.633876
303344669,51.0158251,13.6346716
303345017,51.0158268,13.6344368
1967217728,51.0137169,13.6336501
25319389,51.0160289,13.6359357
25319361,51.0141588,13.6365733
303345060,51.0140586,13.6352933
350258099,51.014029,13.635065
2823754366,51.0133715,13.6377014
12261378,51.0159042,13.6412518
25319330,51.0151836,13.6429783
191094673,51.0100818,13.6412844
303344460,51.0140892,13.6391915
1160824684,51.0139872,13.6398891
25319331,51.015253,13.6430451
191094353,51.0057055,13.6455445
191094409,51.0043868,13.6454997
264161056,51.0067356,13.6495873
264161169,51.0057101,13.645456
264161173,51.0069284,13.6484162
1627106600,51.0069493,13.6451272
1627106605,51.0077071,13.6451263
15616319,51.0039628,13.6472798
25319855,51.0066531,13.649312
2488556220,51.0067528,13.6489351
2488556236,51.0065815,13.649129
235158235,51.0041868,13.6566202
264161065,51.0091983,13.6530607
15616244,51.0087943,13.6538479
15616247,51.0070984,13.6518823
21527794,51.0070063,13.6521803
2488556231,51.0071441,13.6519312
12265575,51.0068669,13.6575169
258059217,51.0073172,13.6555146
15616243,51.0091075,13.6543941
244117750,51.0093961,13.6543292
2488556243,51.0091706,13.6545516
21527753,51.0045839,13.655438
247110196,51.0159988,13.6498208
247108327,51.0156202,13.6494288
235158181,51.0137581,13.6471933
235158186,51.0126191,13.6505957
12260656,51.0115576,13.654094
21527737,51.0154269,13.6511825
191047599,51.0147851,13.6525043
191047605,51.0142456,13.6535751
230079044,51.0139448,13.6570043
230079226,51.0137949,13.6541392
247119517,51.0142706,13.6535167
21527805,51.0103444,13.6546505
264161066,51.0102248,13.6538767
2488556223,51.0105126,13.6560292
2488556250,51.0105348,13.6563376
15616239,51.0103902,13.6563307
1766411581,51.0103706,13.6549985
1766411580,51.0106278,13.654678
246871916,51.0213016,13.6350355
246871920,51.0227964,13.633898
256498920,51.0173671,13.6336484
277195441,51.0183158,13.6362072
25319386,51.0170943,13.636869
12261656,51.0191893,13.6362354
286360289,51.0187735,13.6380231
12261642,51.0177774,13.640067
60255781,51.0216693,13.6380691
256498898,51.0177384,13.6387831
21524381,51.0196561,13.639508
25319392,51.018166,13.6397152
60255786,51.020613,13.6401689
25319391,51.016547,13.64056
21625521,51.0233203,13.6336848
15614799,51.0283912,13.6441961
1228362853,51.0291733,13.6424254
15614792,51.0283676,13.6417109
247110210,51.0180988,13.6489913
190973761,51.0172148,13.6470618
190973822,51.0175306,13.646364
247110201,51.0165377,13.6485707
21527683,51.0228503,13.6536884
21527857,51.0205193,13.653614
25693693,51.0200472,13.6523353
25693679,51.0176916,13.6549384
21524336,51.0293954,13.6486821
30820373,51.0292469,13.6450988
30820374,51.0293463,13.6459381
30820375,51.0290656,13.646766
30820376,51.029086,13.6482103
21524345,51.027133,13.6502832
187764807,51.0272715,13.6468307
21524340,51.028555,13.649879
15615007,51.0270714,13.6546641
15615059,51.0261166,13.655724
21524355,51.0286411,13.6527135
21524359,51.0286205,13.6551267
21527754,51.0256072,13.6544149
21527818,51.0244645,13.653808
24941788,51.0259848,13.6573921
24967605,51.0289469,13.655411
24967607,51.0294032,13.6555061
24967609,51.025062,13.6540825
24967612,51.0295008,13.6545024
24967614,51.0295972,13.6526404
24967618,51.0289453,13.6563251
25071505,51.0246035,13.6559601
25071507,51.0251366,13.6558738
25071508,51.0256612,13.6557598
30820386,51.0295845,13.6539656
30820387,51.0295057,13.6543587
173985955,51.024534,13.6549801
191047642,51.0240438,13.6537442
365325788,51.0287936,13.6536968
1281969293,51.0260564,13.6563079
15614848,51.0276596,13.6521223
24941801,51.0275879,13.6545004
15614827,51.0285947,13.651745
60255842,51.0285863,13.6514584
15614888,51.0277537,13.6553803
15615041,51.0265325,13.6546332
224463640,51.0094909,13.6604278
224466898,51.0084285,13.6602927
247119583,51.0092321,13.6598837
247119584,51.009016,13.6579204
247119585,51.0098209,13.6609886
12260629,51.0085777,13.6585205
224466899,51.0079816,13.6597859
224466900,51.0073447,13.65909
224466902,51.0066375,13.6583471
303345857,51.0080748,13.6579937
416560589,51.0065829,13.6585203
177603946,51.0040808,13.6707847
247281684,51.0082022,13.6693081
247281733,51.0089882,13.6676356
177603850,51.004144,13.6677563
177603955,51.0037908,13.6706584
12265591,51.0039264,13.664928
177603660,51.0038201,13.6665141
177603662,51.0036174,13.6670408
229889956,51.0039078,13.6647161
12260622,51.0104582,13.6617461
14801994,51.0119777,13.6620975
14802011,51.0107911,13.6618875
207479373,51.0116628,13.6632731
247119571,51.0116581,13.6594314
247119572,51.0110184,13.6594615
247119582,51.010048,13.659541
247119601,51.0133846,13.6634658
262417857,51.01052,13.659496
1269612971,51.0128668,13.6627345
1309417881,51.012424,13.6623537
247119568,51.0121466,13.661255
21527741,51.0156501,13.661354
25693663,51.0162568,13.658876
25693665,51.014136,13.6615261
191015383,51.0142826,13.6612437
191047621,51.01385,13.6585722
1343611750,51.0159799,13.6604367
2317452215,51.0151225,13.6625261
14905236,51.0117097,13.6639774
12260611,51.0116454,13.6620778
14801983,51.0142506,13.6643711
14905134,51.0140409,13.6676154
14905140,51.014065,13.6665561
207479362,51.013093,13.6650626
235203415,51.0132716,13.66493
235203419,51.0137925,13.6655097
235203467,51.0140263,13.6684387
235203471,51.014116,13.6689298
235203502,51.0122483,13.6658144
235203505,51.0125468,13.6667201
235203510,51.0117506,13.667383
247281667,51.0105845,13.6660664
404621617,51.0151961,13.6673274
451001976,51.0149023,13.6663645
451001983,51.0144278,13.6680746
235203498,51.012551,13.6655406
262127330,51.0162022,13.6668975
1262496040,51.0161246,13.6696661
1627110777,51.0160248,13.6694147
14905124,51.0127375,13.6687047
485845543,51.0132138,13.6697854
1644420039,51.012987,13.6692807
1644420040,51.0130196,13.6693514
14905262,51.0105315,13.6657139
12260077,51.0123249,13.6679958
12260078,51.0120251,13.6671552
207478500,51.0118806,13.6660812
235203564,51.0106033,13.6701581
247281665,51.0106035,13.6671177
235203489,51.0128551,13.6664555
2685732845,51.0158168,13.6683153
14960115,51.0059835,13.6743223
14960116,51.0069732,13.6749994
247281685,51.0078108,13.671098
247281686,51.0077706,13.6712879
247281714,51.0089297,13.6712302
14960207,51.0046582,13.6837893
226195668,51.0039243,13.6827782
12266615,51.0034565,13.6820711
12266618,51.0034132,13.6822249
14905390,51.0049979,13.6799046
235203590,51.0113795,13.6714713
247390714,51.0136917,13.6772847
247390723,51.0125551,13.6769738
247390727,51.0130108,13.676325
247390725,51.0121645,13.6765825
12260067,51.0137597,13.6710559
14802111,51.0137536,13.6713472
14802124,51.0131999,13.6733752
247390715,51.0143705,13.6770124
2435338071,51.0135809,13.6711582
2435338077,51.0136758,13.6713758
12260059,51.014559,13.6757312
247390710,51.0131764,13.6760993
247390711,51.0133841,13.6764627
14960093,51.0140594,13.6838411
14960098,51.0117786,13.6824082
223842143,51.0112149,13.6804923
247390729,51.011853,13.6825091
223842569,51.010529,13.6784909
12259876,51.0148949,13.6816789
12259896,51.0146046,13.6778159
241498846,51.0148314,13.6814246
91552433,51.0147893,13.6813264
21527863,51.0174964,13.659058
190973948,51.0166041,13.6598854
21527867,51.0285311,13.6586818
24941795,51.0281936,13.6591626
24941799,51.0286616,13.6602217
25071499,51.0279641,13.6584528
30820404,51.0268238,13.6591958
30820398,51.0231518,13.6588386
24941789,51.02569,13.6593286
24941792,51.0267431,13.6580491
1281969673,51.0234768,13.6643529
295656723,51.0168013,13.6763301
535378,51.024197,13.6838411
535374,51.0233251,13.6819538
258041331,50.9901432,13.6906291
14908083,50.9830834,13.7076661
14905851,50.9843074,13.6998056
536690,50.9848872,13.6970892
1774580764,50.9897834,13.7075121
1774580785,50.9900299,13.7085467
536685,50.9897011,13.7071869
14960490,50.9951811,13.6901373
263468623,50.994838,13.6900695
418385353,50.9948106,13.6898443
263730259,50.9935198,13.689603
258041251,50.9917502,13.6893165
258041408,50.9921516,13.695313
263880087,50.9945606,13.6907507
263880807,50.9942317,13.692233
263873219,50.9920228,13.6909078
263873221,50.9910312,13.6929545
14908223,50.9915151,13.696047
1762407663,50.9912975,13.6940622
2071693,51.0026123,13.6853354
14960337,51.0032902,13.6856308
263444747,50.9974138,13.6876717
1234999566,51.0030284,13.6859904
1234999613,51.0031735,13.6862212
223864617,50.9999972,13.6856868
267644266,51.0018195,13.6841109
164158537,50.9908569,13.6982711
390748109,50.9903804,13.7036363
258042421,50.9904398,13.710074
29047001,51.0009938,13.7060619
258041791,50.9985788,13.7091485
258044057,51.0012979,13.7052643
258044680,51.002731,13.7098037
14908098,50.9819599,13.711328
164046712,50.9818108,13.7151646
267735085,50.9823403,13.7150244
274356745,50.9823974,13.7150172
256572056,50.9819681,13.7191237
256572077,50.9815329,13.7205764
14908121,50.9844508,13.7144102
3419326,50.9872263,13.7150813
2494479061,50.9893841,13.7149074
256572054,50.9802986,13.7237585
418003936,50.9807873,13.728015
31384946,50.9810505,13.7307697
256572308,50.9821538,13.7298205
309603285,50.9820917,13.7301186
309603461,50.98183,13.73362
309603599,50.9816871,13.7327482
309603601,50.9820187,13.7330344
309603632,50.9819234,13.7348286
442860,50.9930765,13.7160582
31268688,50.9942653,13.7143445
258042644,50.9930584,13.7118299
258042649,50.9916815,13.7127316
31268685,50.994238,13.7153292
442828,50.9957308,13.7226683
332120614,50.9956795,13.7197938
15017696,50.9935244,13.7175429
29046948,51.0002497,13.7142924
1251673360,51.0000928,13.7138673
2686909566,51.0000774,13.7142753
29046952,51.0009756,13.714778
254964852,50.9949263,13.7250654
139462937,50.999481,13.7232791
360833836,50.9994615,13.7241915
2222887543,51.0000922,13.7237178
14960210,51.0039237,13.6856772
226194277,51.0035691,13.6841511
226194753,51.0043448,13.6846489
354388773,51.0054869,13.6883134
14903355,51.0094277,13.6894372
29047040,51.0068212,13.6891356
371621110,51.0065438,13.6882653
14903372,51.0093802,13.6870373
14903359,51.0094616,13.6882091
266172538,51.0094512,13.6886078
14903331,51.0093722,13.6905184
11297128,51.0091034,13.6917621
12259856,51.014918,13.6885987
255269776,51.0123571,13.6857465
295383927,51.014831,13.6883648
255269790,51.0132733,13.6902939
15018040,51.0119671,13.6897379
2071687,51.0126943,13.6940304
14903984,51.0116347,13.6934186
14904048,51.0123251,13.6966926
572494356,51.0115193,13.6933506
2071688,51.0099597,13.6923788
2577211806,51.0123365,13.6905384
12361919,51.0133047,13.6950301
14903941,51.0118245,13.6908256
14903955,51.0116665,13.6918947
15017996,51.0101907,13.6905461
15018003,51.0100585,13.6917386
29046972,51.0038591,13.7083754
11297162,51.0144929,13.6972613
11767674,51.0140887,13.6998605
11306937,51.0101985,13.701411
11767660,51.0160296,13.7001439
11767725,51.0137823,13.7018878
85818923,51.0139121,13.7018973
257620447,51.0149682,13.7027692
14904267,51.0164315,13.6974161
11306096,51.0150373,13.7067124
257620450,51.0158226,13.7064844
258045476,51.0148643,13.704166
115225681,51.0200378,13.6840641
14801886,51.0224011,13.6864745
12258287,51.0177308,13.6962441
12258289,51.0180317,13.6955434
12258293,51.01774,13.6953326
